Latitude (decimal degrees):	51.339
Longitude (decimal degrees):	-1.262
Elevation (m):	98
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 15 deg. 
Nominal power of the PV system (c-Si) (kWp):	3.2
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050921:0410,0.0,0.0,0.0,11.9,1.59,0.0
20050921:0510,0.0,0.0,0.0,11.93,1.31,0.0
20050921:0610,0.0,0.0,0.0,12.2,1.17,0.0
20050921:0710,143.49,73.18,11.98,12.95,1.1,0.0
20050921:0810,312.35,133.97,20.75,13.57,0.83,0.0
20050921:0910,618.91,249.43,28.53,15.07,0.9,0.0
20050921:1010,768.42,307.78,34.69,16.63,1.52,0.0
20050921:1110,1710.21,698.36,38.51,17.87,2.21,0.0
20050921:1210,1883.74,778.25,39.37,18.57,2.55,0.0
20050921:1310,927.36,371.33,37.13,18.85,2.69,0.0
20050921:1410,917.22,366.51,32.18,18.83,2.76,0.0
20050921:1510,265.89,118.25,25.2,18.72,2.62,0.0
20050921:1610,1189.54,479.31,16.91,18.57,2.48,0.0
20050921:1710,323.2,144.85,7.86,18.17,2.28,0.0
20050921:1810,0.0,0.0,-1.48,17.05,2.07,0.0
20050921:1910,0.0,0.0,0.0,16.11,2.34,0.0
20050921:2010,0.0,0.0,0.0,15.12,2.14,0.0
20050921:2110,0.0,0.0,0.0,14.31,1.86,0.0
20050921:2210,0.0,0.0,0.0,13.31,1.66,0.0
20050921:2310,0.0,0.0,0.0,12.53,1.45,0.0
20050922:0010,0.0,0.0,0.0,11.74,1.45,0.0
20050922:0110,0.0,0.0,0.0,11.12,1.72,0.0
20050922:0210,0.0,0.0,0.0,10.76,1.93,0.0
20050922:0310,0.0,0.0,0.0,10.88,1.59,0.0
20050922:0410,0.0,0.0,0.0,11.32,1.38,0.0
20050922:0510,0.0,0.0,0.0,11.67,1.38,0.0
20050922:0610,0.0,0.0,0.0,11.63,1.31,0.0
20050922:0710,132.42,67.99,11.73,12.33,1.79,0.0
20050922:0810,653.98,264.99,20.48,12.82,2.14,0.0
20050922:0910,1248.74,488.95,28.23,13.91,2.34,0.0
20050922:1010,1339.07,528.78,34.36,15.57,2.41,0.0
20050922:1110,1940.96,792.43,38.14,17.07,2.9,0.0
20050922:1210,1909.15,779.69,38.98,18.29,3.38,0.0
20050922:1310,1719.52,697.11,36.73,19.19,3.52,0.0
20050922:1410,1643.01,662.81,31.78,19.48,3.66,0.0
20050922:1510,1076.54,428.03,24.82,19.72,3.72,0.0
20050922:1610,1102.05,441.51,16.54,19.28,3.59,0.0
20050922:1710,547.39,237.72,7.5,18.33,3.03,0.0
20050922:1810,0.0,0.0,0.0,16.53,2.9,0.0
20050922:1910,0.0,0.0,0.0,15.17,2.9,0.0
20050922:2010,0.0,0.0,0.0,14.09,2.9,0.0
20050922:2110,0.0,0.0,0.0,13.38,2.76,0.0
20050922:2210,0.0,0.0,0.0,12.91,2.69,0.0
20050922:2310,0.0,0.0,0.0,12.55,2.69,0.0
20050923:0010,0.0,0.0,0.0,12.36,2.83,0.0
20050923:0110,0.0,0.0,0.0,12.33,2.97,0.0
20050923:0210,0.0,0.0,0.0,12.39,3.1,0.0
20050923:0310,0.0,0.0,0.0,12.53,3.17,0.0
20050923:0410,0.0,0.0,0.0,12.73,3.31,0.0
20050923:0510,0.0,0.0,0.0,12.94,3.45,0.0
20050923:0610,0.0,0.0,0.0,12.96,3.38,0.0
20050923:0710,98.05,52.68,11.47,13.58,3.1,0.0
20050923:0810,386.91,162.55,20.21,15.0,3.31,0.0
20050923:0910,614.62,245.65,27.93,15.91,4.14,0.0
20050923:1010,650.59,259.29,34.02,15.96,4.14,0.0
20050923:1110,205.22,93.65,37.77,15.76,4.34,0.0
20050923:1210,172.83,81.35,38.59,15.83,4.14,0.0
20050923:1310,259.68,114.46,36.33,16.48,4.69,0.0
20050923:1410,2009.6,811.35,31.39,16.54,3.86,0.0
20050923:1510,1262.66,493.43,24.44,16.3,4.0,0.0
20050923:1610,1205.02,475.06,16.17,16.36,4.21,0.0
20050923:1710,639.55,272.8,7.14,15.62,4.48,0.0
20050923:1810,0.0,0.0,0.0,14.42,3.79,0.0
20050923:1910,0.0,0.0,0.0,14.4,3.38,0.0
20050923:2010,0.0,0.0,0.0,13.95,2.76,0.0
20050923:2110,0.0,0.0,0.0,13.37,2.9,0.0
20050923:2210,0.0,0.0,0.0,13.27,4.0,0.0
20050923:2310,0.0,0.0,0.0,12.53,4.21,0.0
20050924:0010,0.0,0.0,0.0,11.65,3.66,0.0
20050924:0110,0.0,0.0,0.0,10.41,3.1,0.0
20050924:0210,0.0,0.0,0.0,9.58,2.76,0.0
20050924:0310,0.0,0.0,0.0,8.75,2.48,0.0
20050924:0410,0.0,0.0,0.0,8.12,2.34,0.0
20050924:0510,0.0,0.0,0.0,7.39,2.34,0.0
20050924:0610,0.0,0.0,0.0,6.72,2.34,0.0
20050924:0710,180.58,96.15,11.22,7.37,2.0,0.0
20050924:0810,777.12,308.51,19.93,8.89,2.55,0.0
20050924:0910,1385.73,533.73,27.63,10.29,2.62,0.0
20050924:1010,1712.9,674.57,33.68,11.92,2.34,0.0
20050924:1110,2053.41,839.24,37.4,13.44,2.07,0.0
20050924:1210,2103.01,871.06,38.19,14.91,2.14,0.0
20050924:1310,1365.98,542.06,35.93,15.97,2.48,0.0
20050924:1410,1080.03,425.16,31.0,16.42,2.97,0.0
20050924:1510,1083.2,424.77,24.06,16.43,3.38,0.0
20050924:1610,878.18,347.6,15.8,16.23,3.38,0.0
20050924:1710,658.11,282.72,6.78,15.58,2.62,0.0
20050924:1810,0.0,0.0,0.0,14.93,2.76,0.0
20050924:1910,0.0,0.0,0.0,14.27,2.83,0.0
20050924:2010,0.0,0.0,0.0,13.69,2.83,0.0
20050924:2110,0.0,0.0,0.0,13.25,2.83,0.0
20050924:2210,0.0,0.0,0.0,12.9,2.76,0.0
20050924:2310,0.0,0.0,0.0,12.77,2.83,0.0
20050925:0010,0.0,0.0,0.0,12.47,2.9,0.0
20050925:0110,0.0,0.0,0.0,12.36,2.83,0.0
20050925:0210,0.0,0.0,0.0,12.34,2.9,0.0
20050925:0310,0.0,0.0,0.0,12.29,3.1,0.0
20050925:0410,0.0,0.0,0.0,12.66,3.52,0.0
20050925:0510,0.0,0.0,0.0,12.92,4.14,0.0
20050925:0610,0.0,0.0,0.0,13.01,4.48,0.0
20050925:0710,153.15,82.77,10.96,13.61,3.72,0.0
20050925:0810,636.64,259.56,19.66,14.3,3.03,0.0
20050925:0910,1252.0,486.56,27.33,15.4,4.48,0.0
20050925:1010,1302.05,506.96,33.35,16.4,4.76,0.0
20050925:1110,1599.42,628.98,37.03,17.53,5.31,0.0
20050925:1210,1057.44,415.25,37.8,18.18,5.45,0.0
20050925:1310,1349.98,530.25,35.53,18.55,5.59,0.0
20050925:1410,644.22,258.81,30.6,18.51,5.52,0.0
20050925:1510,922.43,362.72,23.68,18.48,5.38,0.0
20050925:1610,392.9,165.15,15.43,18.12,4.62,0.0
20050925:1710,653.47,283.47,6.41,17.26,3.38,0.0
20050925:1810,0.0,0.0,0.0,15.98,2.9,0.0
20050925:1910,0.0,0.0,0.0,15.22,3.24,0.0
20050925:2010,0.0,0.0,0.0,14.49,3.31,0.0
20050925:2110,0.0,0.0,0.0,13.83,3.38,0.0
20050925:2210,0.0,0.0,0.0,13.17,3.38,0.0
20050925:2310,0.0,0.0,0.0,12.62,3.17,0.0
20050926:0010,0.0,0.0,0.0,12.28,3.1,0.0
20050926:0110,0.0,0.0,0.0,11.76,2.83,0.0
20050926:0210,0.0,0.0,0.0,11.29,2.76,0.0
20050926:0310,0.0,0.0,0.0,10.9,2.76,0.0
20050926:0410,0.0,0.0,0.0,10.7,2.83,0.0
20050926:0510,0.0,0.0,0.0,10.52,2.76,0.0
20050926:0610,0.0,0.0,0.0,10.81,2.97,0.0
20050926:0710,146.5,78.76,10.7,11.46,2.97,0.0
20050926:0810,322.08,137.64,19.38,12.55,0.0,0.0
20050926:0910,825.02,328.11,27.02,13.41,0.0,0.0
20050926:1010,804.74,313.0,33.01,14.33,5.24,0.0
20050926:1110,425.15,175.01,36.65,15.29,5.66,0.0
20050926:1210,510.05,206.79,37.41,16.24,6.48,0.0
20050926:1310,247.33,109.73,35.13,16.66,6.41,0.0
20050926:1410,663.14,263.07,30.21,16.87,6.83,0.0
20050926:1510,577.34,231.0,23.3,16.87,7.03,0.0
20050926:1610,473.06,193.38,15.06,16.88,6.69,0.0
20050926:1710,167.26,81.43,6.05,16.45,6.69,0.0
20050926:1810,0.0,0.0,0.0,15.85,6.41,0.0
20050926:1910,0.0,0.0,0.0,15.1,6.76,0.0
20050926:2010,0.0,0.0,0.0,14.98,6.83,0.0
20050926:2110,0.0,0.0,0.0,14.98,6.83,0.0
20050926:2210,0.0,0.0,0.0,15.07,6.83,0.0
20050926:2310,0.0,0.0,0.0,15.27,6.69,0.0
20050927:0010,0.0,0.0,0.0,15.55,6.76,0.0
20050927:0110,0.0,0.0,0.0,15.72,6.55,0.0
20050927:0210,0.0,0.0,0.0,15.49,6.48,0.0
20050927:0310,0.0,0.0,0.0,15.21,5.93,0.0
20050927:0410,0.0,0.0,0.0,15.24,5.03,0.0
20050927:0510,0.0,0.0,0.0,15.3,4.21,0.0
20050927:0610,0.0,0.0,0.0,15.15,3.79,0.0
20050927:0710,142.24,79.28,10.44,14.26,3.17,0.0
20050927:0810,351.71,149.15,19.1,14.52,3.03,0.0
20050927:0910,752.32,295.64,26.72,15.05,4.14,0.0
20050927:1010,1096.06,425.62,32.67,15.68,4.55,0.0
20050927:1110,1733.6,682.66,36.28,16.5,4.97,0.0
20050927:1210,1665.22,654.19,37.01,17.44,5.79,0.0
20050927:1310,1910.59,757.34,34.73,18.07,6.21,0.0
20050927:1410,441.22,182.6,29.82,17.76,6.0,0.0
20050927:1510,1354.72,528.12,22.92,17.3,5.45,0.0
20050927:1610,403.07,167.93,14.7,16.79,4.97,0.0
20050927:1710,539.07,236.12,5.69,15.87,4.69,0.0
20050927:1810,0.0,0.0,0.0,14.49,4.48,0.0
20050927:1910,0.0,0.0,0.0,13.42,4.34,0.0
20050927:2010,0.0,0.0,0.0,12.65,4.14,0.0
20050927:2110,0.0,0.0,0.0,11.99,4.14,0.0
20050927:2210,0.0,0.0,0.0,11.47,4.21,0.0
20050927:2310,0.0,0.0,0.0,11.32,4.28,0.0
20050928:0010,0.0,0.0,0.0,10.88,4.14,0.0
20050928:0110,0.0,0.0,0.0,10.62,3.93,0.0
20050928:0210,0.0,0.0,0.0,10.22,3.72,0.0
20050928:0310,0.0,0.0,0.0,9.67,3.52,0.0
20050928:0410,0.0,0.0,0.0,9.15,3.17,0.0
20050928:0510,0.0,0.0,0.0,8.4,2.83,0.0
20050928:0610,0.0,0.0,0.0,7.82,2.76,0.0
20050928:0710,149.73,82.83,10.18,8.19,2.55,0.0
20050928:0810,526.5,212.71,18.82,10.12,2.62,0.0
20050928:0910,1000.38,385.73,26.41,12.13,3.17,0.0
20050928:1010,1295.97,501.13,32.33,13.64,3.66,0.0
20050928:1110,863.1,336.41,35.91,14.7,4.55,0.0
20050928:1210,1204.03,463.95,36.62,15.24,6.14,0.0
20050928:1310,787.07,306.89,34.33,15.41,7.1,0.0
20050928:1410,610.56,241.44,29.43,14.93,7.38,0.0
20050928:1510,562.75,223.14,22.54,13.92,6.0,0.0
20050928:1610,128.22,63.38,14.33,13.39,5.86,0.0
20050928:1710,228.7,105.93,5.33,12.25,6.83,0.0
20050928:1810,0.0,0.0,0.0,12.0,6.97,0.0
20050928:1910,0.0,0.0,0.0,11.66,6.07,0.0
20050928:2010,0.0,0.0,0.0,11.73,5.93,0.0
20050928:2110,0.0,0.0,0.0,12.19,6.14,0.0
20050928:2210,0.0,0.0,0.0,12.53,5.79,0.0
20050928:2310,0.0,0.0,0.0,12.42,4.97,0.0
20050929:0010,0.0,0.0,0.0,11.81,4.41,0.0
20050929:0110,0.0,0.0,0.0,11.04,4.07,0.0
20050929:0210,0.0,0.0,0.0,10.27,3.86,0.0
20050929:0310,0.0,0.0,0.0,9.39,3.86,0.0
20050929:0410,0.0,0.0,0.0,8.82,3.79,0.0
20050929:0510,0.0,0.0,0.0,8.08,3.59,0.0
20050929:0610,0.0,0.0,0.0,7.57,3.52,0.0
20050929:0710,113.44,61.08,9.92,8.2,3.79,0.0
20050929:0810,486.02,196.43,18.55,9.5,3.45,0.0
20050929:0910,1330.82,506.97,26.1,10.98,4.41,0.0
20050929:1010,1827.65,705.67,31.99,12.26,4.83,0.0
20050929:1110,1998.27,779.63,35.54,13.38,5.38,0.0
20050929:1210,1356.83,521.28,36.23,14.13,5.66,0.0
20050929:1310,828.03,321.69,33.94,14.37,5.59,0.0
20050929:1410,1243.04,477.78,29.04,14.55,5.45,0.0
20050929:1510,1383.04,532.29,22.16,14.25,5.17,0.0
20050929:1610,1115.17,433.96,13.96,14.11,5.03,0.0
20050929:1710,234.27,109.72,4.97,13.59,3.86,0.0
20050929:1810,0.0,0.0,0.0,12.8,0.0,0.0
20050929:1910,0.0,0.0,0.0,12.15,0.0,0.0
20050929:2010,0.0,0.0,0.0,11.59,2.48,0.0
20050929:2110,0.0,0.0,0.0,11.28,2.21,0.0
20050929:2210,0.0,0.0,0.0,11.35,2.62,0.0
20050929:2310,0.0,0.0,0.0,11.71,3.03,0.0
20050930:0010,0.0,0.0,0.0,12.32,3.66,0.0
20050930:0110,0.0,0.0,0.0,12.79,4.14,0.0
20050930:0210,0.0,0.0,0.0,12.99,4.69,0.0
20050930:0310,0.0,0.0,0.0,13.32,5.24,0.0
20050930:0410,0.0,0.0,0.0,13.89,5.31,0.0
20050930:0510,0.0,0.0,0.0,14.3,5.03,0.0
20050930:0610,0.0,0.0,0.0,14.65,4.76,0.0
20050930:0710,22.11,18.92,9.66,14.73,4.14,0.0
20050930:0810,351.52,149.6,18.26,15.18,4.0,0.0
20050930:0910,165.54,78.52,25.79,15.68,3.86,0.0
20050930:1010,176.99,83.25,31.64,16.8,4.62,0.0
20050930:1110,181.15,85.14,35.16,17.62,4.48,0.0
20050930:1210,146.62,71.89,35.83,18.41,6.21,0.0
20050930:1310,129.54,65.27,33.54,18.82,6.21,0.0
20050930:1410,69.18,40.68,28.65,19.21,5.93,0.0
20050930:1510,431.65,180.02,21.79,19.36,5.45,0.0
20050930:1610,569.25,232.58,13.59,19.19,4.69,0.0
20050930:1710,206.11,100.85,4.61,18.7,4.21,0.0
20050930:1810,0.0,0.0,0.0,17.71,4.41,0.0
20050930:1910,0.0,0.0,0.0,17.4,4.62,0.0
20050930:2010,0.0,0.0,0.0,16.98,4.97,0.0
20050930:2110,0.0,0.0,0.0,16.67,5.31,0.0
20050930:2210,0.0,0.0,0.0,16.49,5.52,0.0
20050930:2310,0.0,0.0,0.0,15.34,6.21,0.0
20051001:0010,0.0,0.0,0.0,13.92,5.66,0.0
20051001:0110,0.0,0.0,0.0,13.06,5.31,0.0
20051001:0210,0.0,0.0,0.0,12.21,4.83,0.0
20051001:0310,0.0,0.0,0.0,11.05,4.41,0.0
20051001:0410,0.0,0.0,0.0,10.47,4.55,0.0
20051001:0510,0.0,0.0,0.0,10.12,4.69,0.0
20051001:0610,0.0,0.0,0.0,9.84,4.55,0.0
20051001:0710,137.79,80.82,9.4,10.27,4.48,0.0
20051001:0810,715.71,287.6,17.98,11.35,4.28,0.0
20051001:0910,1294.43,492.95,25.48,12.67,5.93,0.0
20051001:1010,994.08,380.37,31.3,13.59,6.21,0.0
20051001:1110,566.59,225.59,34.79,14.29,6.14,0.0
20051001:1210,454.4,185.27,35.44,14.72,5.66,0.0
20051001:1310,198.75,90.81,33.14,14.97,5.52,0.0
20051001:1410,71.07,40.68,28.26,14.0,5.31,0.0
20051001:1510,760.61,295.02,21.41,14.03,5.79,0.0
20051001:1610,339.9,142.49,13.23,13.5,5.24,0.0
20051001:1710,525.06,231.79,4.26,12.77,4.62,0.0
20051001:1810,0.0,0.0,0.0,11.73,4.21,0.0
20051001:1910,0.0,0.0,0.0,11.07,4.14,0.0
20051001:2010,0.0,0.0,0.0,10.77,4.14,0.0
20051001:2110,0.0,0.0,0.0,10.74,4.41,0.0
20051001:2210,0.0,0.0,0.0,10.54,4.9,0.0
20051001:2310,0.0,0.0,0.0,10.19,5.03,0.0
20051002:0010,0.0,0.0,0.0,9.92,5.1,0.0
20051002:0110,0.0,0.0,0.0,9.71,5.31,0.0
20051002:0210,0.0,0.0,0.0,9.41,5.1,0.0
20051002:0310,0.0,0.0,0.0,9.24,4.76,0.0
20051002:0410,0.0,0.0,0.0,8.92,4.48,0.0
20051002:0510,0.0,0.0,0.0,8.82,4.48,0.0
20051002:0610,0.0,0.0,0.0,8.72,4.48,0.0
20051002:0710,113.57,64.93,9.14,8.51,3.93,0.0
20051002:0810,555.78,222.99,17.7,9.33,4.21,0.0
20051002:0910,1207.71,457.2,25.17,10.49,4.97,0.0
20051002:1010,1478.91,560.76,30.96,11.58,5.52,0.0
20051002:1110,1025.12,390.94,34.42,12.3,5.59,0.0
20051002:1210,1351.97,516.38,35.05,12.51,5.17,0.0
20051002:1310,1407.04,539.65,32.75,12.45,4.48,0.0
20051002:1410,1007.17,386.24,27.87,12.81,4.48,0.0
20051002:1510,1380.1,530.58,21.03,12.92,4.28,0.0
20051002:1610,843.07,329.46,12.87,13.08,4.0,0.0
20051002:1710,480.22,214.64,3.9,12.55,2.83,0.0
20051002:1810,0.0,0.0,0.0,11.35,2.21,0.0
20051002:1910,0.0,0.0,0.0,11.0,2.07,0.0
20051002:2010,0.0,0.0,0.0,10.52,1.93,0.0
20051002:2110,0.0,0.0,0.0,10.83,1.79,0.0
20051002:2210,0.0,0.0,0.0,10.98,1.86,0.0
20051002:2310,0.0,0.0,0.0,11.07,2.0,0.0
20051003:0010,0.0,0.0,0.0,11.21,2.14,0.0
20051003:0110,0.0,0.0,0.0,11.09,2.07,0.0
20051003:0210,0.0,0.0,0.0,10.85,2.0,0.0
20051003:0310,0.0,0.0,0.0,10.64,2.0,0.0
20051003:0410,0.0,0.0,0.0,10.71,1.93,0.0
20051003:0510,0.0,0.0,0.0,10.66,1.86,0.0
20051003:0610,0.0,0.0,0.0,10.59,1.79,0.0
20051003:0710,71.33,42.36,8.87,10.53,1.66,0.0
20051003:0810,238.43,104.98,17.42,11.06,1.59,0.0
20051003:0910,1263.81,491.56,24.86,11.78,2.0,0.0
20051003:1010,549.86,219.18,30.62,12.41,2.69,0.0
20051003:1110,388.06,160.82,34.05,13.19,2.41,0.0
20051003:1210,351.26,147.57,34.66,13.63,2.14,0.0
20051003:1310,877.82,344.86,32.35,14.09,1.93,0.0
20051003:1410,733.02,289.79,27.48,14.19,1.79,0.0
20051003:1510,555.14,223.07,20.66,14.29,1.72,0.0
20051003:1610,315.23,134.58,12.5,14.11,1.79,0.0
20051003:1710,73.73,43.0,3.55,13.62,1.59,0.0
20051003:1810,0.0,0.0,0.0,13.04,1.66,0.0
20051003:1910,0.0,0.0,0.0,12.15,1.66,0.0
20051003:2010,0.0,0.0,0.0,11.9,1.59,0.0
20051003:2110,0.0,0.0,0.0,11.45,1.66,0.0
20051003:2210,0.0,0.0,0.0,11.32,1.66,0.0
20051003:2310,0.0,0.0,0.0,11.24,1.66,0.0
20051004:0010,0.0,0.0,0.0,11.03,1.66,0.0
20051004:0110,0.0,0.0,0.0,10.88,1.59,0.0
20051004:0210,0.0,0.0,0.0,10.58,1.59,0.0
20051004:0310,0.0,0.0,0.0,10.27,1.59,0.0
20051004:0410,0.0,0.0,0.0,10.03,1.66,0.0
20051004:0510,0.0,0.0,0.0,9.8,1.66,0.0
20051004:0610,0.0,0.0,0.0,9.58,1.72,0.0
20051004:0710,110.11,67.18,8.61,9.22,1.86,0.0
20051004:0810,448.03,184.22,17.13,10.34,1.93,0.0
20051004:0910,668.96,262.43,24.55,11.91,2.41,0.0
20051004:1010,749.73,293.35,30.27,13.24,2.9,0.0
20051004:1110,605.18,241.43,33.67,14.32,3.1,0.0
20051004:1210,784.03,309.52,34.27,15.27,2.97,0.0
20051004:1310,2130.66,875.72,31.96,15.6,2.83,0.0
20051004:1410,1857.6,750.07,27.1,15.77,2.76,0.0
20051004:1510,1562.59,622.34,20.29,15.73,2.62,0.0
20051004:1610,768.64,306.97,12.14,15.43,2.41,0.0
20051004:1710,223.94,109.5,3.19,14.86,2.14,0.0
20051004:1810,0.0,0.0,0.0,14.11,2.21,0.0
20051004:1910,0.0,0.0,0.0,13.12,2.41,0.0
20051004:2010,0.0,0.0,0.0,12.56,2.48,0.0
20051004:2110,0.0,0.0,0.0,11.67,2.55,0.0
20051004:2210,0.0,0.0,0.0,10.88,2.62,0.0
20051004:2310,0.0,0.0,0.0,10.17,2.62,0.0
20051005:0010,0.0,0.0,0.0,9.66,2.62,0.0
20051005:0110,0.0,0.0,0.0,9.24,2.69,0.0
20051005:0210,0.0,0.0,0.0,8.99,2.69,0.0
20051005:0310,0.0,0.0,0.0,8.99,2.69,0.0
20051005:0410,0.0,0.0,0.0,9.29,2.76,0.0
20051005:0510,0.0,0.0,0.0,9.42,2.83,0.0
20051005:0610,0.0,0.0,0.0,9.74,2.83,0.0
20051005:0710,71.33,43.03,8.34,9.48,3.1,0.0
20051005:0810,245.25,107.28,16.85,10.76,3.1,0.0
20051005:0910,271.58,116.97,24.24,12.24,3.59,0.0
20051005:1010,309.5,131.49,29.93,13.31,3.86,0.0
20051005:1110,443.81,181.32,33.3,14.28,4.55,0.0
20051005:1210,221.02,99.33,33.88,15.02,4.34,0.0
20051005:1310,262.66,115.41,31.56,15.91,4.0,0.0
20051005:1410,214.66,97.44,26.71,16.1,3.66,0.0
20051005:1510,252.93,111.97,19.92,16.2,3.03,0.0
20051005:1610,212.0,96.55,11.79,16.11,2.9,0.0
20051005:1710,116.06,63.21,2.84,15.79,2.69,0.0
20051005:1810,0.0,0.0,0.0,15.14,2.48,0.0
20051005:1910,0.0,0.0,0.0,14.31,2.69,0.0
20051005:2010,0.0,0.0,0.0,14.3,2.83,0.0
20051005:2110,0.0,0.0,0.0,14.24,2.83,0.0
20051005:2210,0.0,0.0,0.0,14.14,2.83,0.0
20051005:2310,0.0,0.0,0.0,14.0,2.69,0.0
20051006:0010,0.0,0.0,0.0,13.84,2.55,0.0
20051006:0110,0.0,0.0,0.0,13.72,2.41,0.0
20051006:0210,0.0,0.0,0.0,13.67,2.34,0.0
20051006:0310,0.0,0.0,0.0,13.59,2.28,0.0
20051006:0410,0.0,0.0,0.0,13.52,2.14,0.0
20051006:0510,0.0,0.0,0.0,13.52,2.0,0.0
20051006:0610,0.0,0.0,0.0,13.47,1.93,0.0
20051006:0710,40.03,27.63,8.08,13.2,2.21,0.0
20051006:0810,164.29,77.64,16.56,13.76,2.69,0.0
20051006:0910,151.52,72.84,23.93,14.46,2.55,0.0
20051006:1010,155.65,74.73,29.59,15.42,2.34,0.0
20051006:1110,184.13,86.08,32.93,16.44,2.0,0.0
20051006:1210,120.54,61.49,33.49,17.19,1.52,0.0
20051006:1310,202.53,93.65,31.17,17.43,1.17,0.0
20051006:1410,253.98,113.52,26.33,17.72,1.17,0.0
20051006:1510,247.58,111.06,19.55,17.9,1.38,0.0
20051006:1610,148.83,72.85,11.43,17.59,1.03,0.0
20051006:1710,84.0,49.38,2.5,17.19,1.03,0.0
20051006:1810,0.0,0.0,0.0,16.0,1.24,0.0
20051006:1910,0.0,0.0,0.0,14.72,1.24,0.0
20051006:2010,0.0,0.0,0.0,14.61,1.1,0.0
20051006:2110,0.0,0.0,0.0,14.36,1.1,0.0
20051006:2210,0.0,0.0,0.0,14.26,0.97,0.0
20051006:2310,0.0,0.0,0.0,14.09,0.83,0.0
20051007:0010,0.0,0.0,0.0,13.97,0.69,0.0
20051007:0110,0.0,0.0,0.0,13.84,0.76,0.0
20051007:0210,0.0,0.0,0.0,13.74,0.9,0.0
20051007:0310,0.0,0.0,0.0,13.65,1.17,0.0
20051007:0410,0.0,0.0,0.0,13.6,1.45,0.0
20051007:0510,0.0,0.0,0.0,13.72,1.59,0.0
20051007:0610,0.0,0.0,0.0,13.65,1.72,0.0
20051007:0710,41.76,28.83,7.81,13.44,1.66,0.0
20051007:0810,186.37,86.35,16.28,13.92,1.66,0.0
20051007:0910,176.06,82.3,23.61,14.61,2.69,0.0
20051007:1010,250.08,110.68,29.24,15.59,2.97,0.0
20051007:1110,226.82,102.17,32.56,16.15,2.83,0.0
20051007:1210,111.42,57.7,33.1,16.94,3.03,0.0
20051007:1310,193.66,89.87,30.78,17.13,3.31,0.0
20051007:1410,218.72,99.33,25.95,16.9,3.45,0.0
20051007:1510,228.7,103.11,19.18,16.89,3.52,0.0
20051007:1610,237.25,106.35,11.07,16.44,2.76,0.0
20051007:1710,33.66,24.6,2.15,16.08,2.62,0.0
20051007:1810,0.0,0.0,0.0,15.01,0.0,0.0
20051007:1910,0.0,0.0,0.0,14.21,0.0,0.0
20051007:2010,0.0,0.0,0.0,13.42,2.07,0.0
20051007:2110,0.0,0.0,0.0,12.8,2.21,0.0
20051007:2210,0.0,0.0,0.0,12.62,2.34,0.0
20051007:2310,0.0,0.0,0.0,12.67,2.48,0.0
20051008:0010,0.0,0.0,0.0,12.82,2.62,0.0
20051008:0110,0.0,0.0,0.0,13.01,2.62,0.0
20051008:0210,0.0,0.0,0.0,13.31,2.69,0.0
20051008:0310,0.0,0.0,0.0,13.47,2.69,0.0
20051008:0410,0.0,0.0,0.0,13.77,2.9,0.0
20051008:0510,0.0,0.0,0.0,13.74,3.03,0.0
20051008:0610,0.0,0.0,0.0,13.75,3.31,0.0
20051008:0710,51.14,34.68,7.54,14.17,3.31,0.0
20051008:0810,357.06,152.17,15.99,14.6,4.28,0.0
20051008:0910,175.46,82.3,23.3,15.88,5.31,0.0
20051008:1010,895.3,348.91,28.9,16.74,5.79,0.0
20051008:1110,795.04,312.9,32.19,17.19,5.66,0.0
20051008:1210,1233.7,480.75,32.71,17.74,5.79,0.0
20051008:1310,425.79,177.03,30.4,17.89,5.93,0.0
20051008:1410,502.11,204.65,25.57,17.7,6.0,0.0
20051008:1510,360.0,151.72,18.81,17.14,5.59,0.0
20051008:1610,16.38,16.08,10.72,16.27,4.76,0.0
20051008:1710,23.9,19.87,1.8,15.37,4.07,0.0
20051008:1810,0.0,0.0,0.0,14.68,3.59,0.0
20051008:1910,0.0,0.0,0.0,13.71,4.07,0.0
20051008:2010,0.0,0.0,0.0,12.62,3.59,0.0
20051008:2110,0.0,0.0,0.0,11.41,3.17,0.0
20051008:2210,0.0,0.0,0.0,10.13,2.9,0.0
20051008:2310,0.0,0.0,0.0,9.16,2.69,0.0
20051009:0010,0.0,0.0,0.0,8.49,2.41,0.0
20051009:0110,0.0,0.0,0.0,8.18,2.21,0.0
20051009:0210,0.0,0.0,0.0,7.85,2.07,0.0
20051009:0310,0.0,0.0,0.0,7.35,2.0,0.0
20051009:0410,0.0,0.0,0.0,6.8,1.93,0.0
20051009:0510,0.0,0.0,0.0,6.21,1.86,0.0
20051009:0610,0.0,0.0,0.0,5.7,1.93,0.0
20051009:0710,37.22,26.12,7.28,5.57,1.66,0.0
20051009:0810,308.8,130.35,15.7,7.73,1.31,0.0
20051009:0910,748.38,290.85,22.99,10.11,1.45,0.0
20051009:1010,1647.87,649.93,28.56,11.97,1.86,0.0
20051009:1110,1836.7,728.65,31.82,13.25,2.9,0.0
20051009:1210,2065.22,826.62,32.33,14.08,3.72,0.0
20051009:1310,2116.48,849.75,30.01,14.38,3.86,0.0
20051009:1410,945.89,366.85,25.19,14.48,3.79,0.0
20051009:1510,659.3,259.53,18.45,14.3,3.86,0.0
